Datetime,1,6,11,12,15,16,30,32,35,36,41,43,44,45,54,56,57,59,62,63,202202
2022/08/28 00:05,8,1,4,0,2,10,14,8,7,6,2,0,7,0,0,5,2,0,0,0,4
2022/08/28 00:10,5,0,5,0,0,6,6,5,2,6,2,0,7,0,0,0,0,0,4,0,5
2022/08/28 00:15,6,1,4,1,2,7,4,0,4,6,3,1,5,1,1,0,2,0,1,0,6
2022/08/28 00:20,11,1,4,1,1,8,6,0,8,6,2,1,2,0,0,1,0,1,4,0,9
2022/08/28 00:25,8,0,4,3,1,6,5,4,8,3,2,0,4,0,1,2,0,1,2,0,2
2022/08/28 00:30,8,1,3,0,1,6,4,4,2,5,3,0,9,0,1,1,1,0,2,1,1
2022/08/28 00:35,4,1,3,1,1,4,9,2,3,10,2,0,8,0,0,0,0,1,0,1,3
2022/08/28 00:40,8,1,2,0,1,5,0,5,9,6,1,1,7,0,1,1,0,1,1,0,4
2022/08/28 00:45,9,3,4,0,2,6,1,4,8,3,3,0,6,0,0,2,2,1,1,2,4
2022/08/28 00:50,9,2,4,0,2,5,2,1,1,4,2,2,2,0,3,2,0,0,1,0,2
2022/08/28 00:55,7,2,3,0,2,6,4,3,2,2,2,1,2,0,2,3,0,0,0,1,3
2022/08/28 01:00,3,2,1,0,1,3,3,4,3,2,1,1,3,0,0,1,0,0,2,0,1
2022/08/28 01:05,6,1,2,0,1,5,1,1,5,3,0,0,7,0,1,2,0,1,0,2,2
2022/08/28 01:10,2,1,2,1,1,3,1,1,2,2,1,0,5,0,0,2,0,0,1,1,5
2022/08/28 01:15,6,0,3,0,2,3,1,3,5,3,3,0,2,0,0,2,0,1,1,2,4
2022/08/28 01:20,7,1,1,0,1,8,1,4,1,3,2,0,3,0,2,2,1,2,4,1,3
2022/08/28 01:25,4,1,2,1,0,5,2,3,5,5,2,1,3,0,0,3,0,0,1,0,3
2022/08/28 01:30,2,0,3,1,1,5,3,1,5,6,1,1,3,0,2,1,0,1,3,1,4
2022/08/28 01:35,4,1,3,1,0,5,4,1,2,5,3,0,3,0,0,1,0,0,2,0,1
2022/08/28 01:40,4,0,2,0,1,3,2,1,4,8,1,0,2,0,1,0,0,0,1,1,1
2022/08/28 01:45,3,0,3,1,0,5,0,1,4,4,1,1,4,0,0,2,0,0,1,0,1
2022/08/28 01:50,2,2,2,2,2,3,3,2,3,4,4,2,2,0,0,1,0,0,0,0,1
2022/08/28 01:55,5,1,1,2,0,8,4,2,2,4,4,1,1,0,0,0,0,0,0,1,5
2022/08/28 02:00,1,0,3,2,0,7,1,0,1,6,0,2,1,0,0,0,1,0,0,0,2
2022/08/28 02:05,5,0,1,3,0,4,1,1,2,3,2,1,2,0,0,0,2,0,0,2,1
2022/08/28 02:10,6,1,1,2,0,5,1,0,2,3,0,0,3,0,0,0,1,1,0,0,1
2022/08/28 02:15,3,0,0,2,0,3,0,0,0,1,2,0,5,0,1,1,0,0,0,1,1
2022/08/28 02:20,4,3,1,0,0,2,0,0,1,3,0,0,3,0,3,0,0,0,2,0,1
2022/08/28 02:25,1,1,1,0,0,4,0,0,1,3,0,0,5,0,0,0,0,0,1,0,1
2022/08/28 02:30,5,1,2,0,0,3,0,3,2,7,1,0,3,0,0,0,0,0,0,0,2
2022/08/28 02:35,4,1,4,1,1,4,1,0,1,3,0,0,2,0,0,0,0,1,1,0,1
2022/08/28 02:40,4,1,2,1,0,4,1,0,0,3,2,0,1,0,1,2,0,0,0,1,2
2022/08/28 02:45,5,1,2,0,0,4,0,1,2,4,0,0,1,0,0,1,0,1,1,0,2
2022/08/28 02:50,4,1,2,0,1,4,1,0,3,2,0,0,2,0,0,1,0,1,0,0,3
2022/08/28 02:55,2,1,1,1,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2
2022/08/28 03:00,4,1,0,1,0,2,0,0,0,2,2,0,0,1,0,1,0,0,2,0,3
2022/08/28 03:05,2,2,3,1,1,1,2,0,0,3,2,0,2,0,0,0,0,0,0,0,0
2022/08/28 03:10,2,1,4,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,1,1,1
2022/08/28 03:15,3,1,1,0,0,2,1,0,1,2,2,0,0,0,0,0,1,0,3,0,1
2022/08/28 03:20,2,1,1,0,0,2,0,2,0,2,1,0,1,0,0,0,0,0,0,0,2
2022/08/28 03:25,3,1,0,0,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,2
2022/08/28 03:30,4,1,0,0,0,2,2,0,1,2,0,0,1,0,1,0,0,0,1,0,2
2022/08/28 03:35,4,2,1,0,0,2,1,1,0,3,2,1,2,1,0,0,1,0,1,0,3
2022/08/28 03:40,5,2,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,4
2022/08/28 03:45,6,1,2,0,0,1,1,1,0,4,1,0,1,0,0,0,0,1,0,0,3
2022/08/28 03:50,5,1,3,0,0,2,0,1,2,5,2,0,0,0,1,1,0,1,0,1,3
2022/08/28 03:55,2,1,0,0,0,1,2,0,1,2,0,0,1,0,1,0,0,0,0,1,4
2022/08/28 04:00,4,1,1,0,0,2,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0
2022/08/28 04:05,3,2,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2
2022/08/28 04:10,3,1,0,0,0,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,2
2022/08/28 04:15,4,1,0,1,0,2,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0
2022/08/28 04:20,4,1,2,0,0,2,0,0,3,1,0,0,1,0,1,0,0,0,0,0,3
2022/08/28 04:25,3,1,0,0,0,1,0,0,0,2,1,1,2,0,0,0,1,0,0,0,1
2022/08/28 04:30,4,2,0,0,0,1,0,2,3,0,2,1,1,0,1,1,0,1,0,0,3
2022/08/28 04:35,3,1,1,1,0,1,1,0,2,2,1,0,0,0,1,0,0,2,0,0,0
2022/08/28 04:40,3,1,1,0,0,1,1,0,4,0,0,0,1,0,0,1,0,1,1,0,1
2022/08/28 04:45,3,1,1,0,0,1,2,1,1,3,1,0,3,0,1,0,0,0,0,0,0
2022/08/28 04:50,3,1,1,0,0,1,1,0,2,3,0,0,3,0,0,1,0,0,1,1,0
2022/08/28 04:55,2,1,0,0,1,1,0,2,1,3,0,2,0,0,0,0,0,1,0,0,0
2022/08/28 05:00,3,1,0,0,0,1,1,1,4,2,0,1,0,0,0,1,0,1,1,0,0
